TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","13","1","STE","1","A",194755
"2011","13","2","STE","2","A",143037
"2011","13","3","STE","3","A",113306
"2011","13","4","STE","4","A",34669
"2011","13","5","STE","5","A",77964
"2011","13","6","STE","6","A",8662
"2011","13","7","STE","7","A",5979
"2011","13","8","STE","8","A",15388
"2011","13","9","STE","9","A",74
