TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","05","1","STE","1","A",159591
"2011","05","2","STE","2","A",119568
"2011","05","3","STE","3","A",91141
"2011","05","4","STE","4","A",48673
"2011","05","5","STE","5","A",43337
"2011","05","6","STE","6","A",16908
"2011","05","7","STE","7","A",2090
"2011","05","8","STE","8","A",4663
"2011","05","9","STE","9","A",17
