TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","06","1","STE","1","A",232864
"2011","06","2","STE","2","A",180310
"2011","06","3","STE","3","A",145475
"2011","06","4","STE","4","A",68252
"2011","06","5","STE","5","A",63824
"2011","06","6","STE","6","A",24272
"2011","06","7","STE","7","A",2987
"2011","06","8","STE","8","A",6163
"2011","06","9","STE","9","A",36
