TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","10","1","STE","1","A",169477
"2011","10","2","STE","2","A",144675
"2011","10","3","STE","3","A",116106
"2011","10","4","STE","4","A",46256
"2011","10","5","STE","5","A",54102
"2011","10","6","STE","6","A",14176
"2011","10","7","STE","7","A",4456
"2011","10","8","STE","8","A",8690
"2011","10","9","STE","9","A",46
