TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","03","1","STE","1","A",38757
"2011","03","2","STE","2","A",31711
"2011","03","3","STE","3","A",21066
"2011","03","4","STE","4","A",10407
"2011","03","5","STE","5","A",10867
"2011","03","6","STE","6","A",3187
"2011","03","7","STE","7","A",700
"2011","03","8","STE","8","A",1179
"2011","03","9","STE","9","A",6
