TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3103","1","STE","1","A",246150
"2011","3103","2","STE","2","A",327952
"2011","3103","3","STE","3","A",116251
"2011","3103","4","STE","4","A",91891
"2011","3103","5","STE","5","A",111896
"2011","3103","6","STE","6","A",6652
"2011","3103","7","STE","7","A",3672
"2011","3103","8","STE","8","A",11634
"2011","3103","9","STE","9","A",7
