TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","2103","1","STE","1","A",37547
"2011","2103","2","STE","2","A",25269
"2011","2103","3","STE","3","A",26818
"2011","2103","4","STE","4","A",11008
"2011","2103","5","STE","5","A",18642
"2011","2103","6","STE","6","A",2704
"2011","2103","7","STE","7","A",992
"2011","2103","8","STE","8","A",2594
"2011","2103","9","STE","9","A",6
