TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","7106","1","STE","1","A",138678
"2011","7106","2","STE","2","A",132367
"2011","7106","3","STE","3","A",46143
"2011","7106","4","STE","4","A",20833
"2011","7106","5","STE","5","A",40303
"2011","7106","6","STE","6","A",2062
"2011","7106","7","STE","7","A",2417
"2011","7106","8","STE","8","A",8059
"2011","7106","9","STE","9","A",23
