TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3104","1","STE","1","A",64905
"2011","3104","2","STE","2","A",69272
"2011","3104","3","STE","3","A",16671
"2011","3104","4","STE","4","A",6493
"2011","3104","5","STE","5","A",4245
"2011","3104","6","STE","6","A",607
"2011","3104","7","STE","7","A",341
"2011","3104","8","STE","8","A",1471
"2011","3104","9","STE","9","A",3
