TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","2102","1","STE","1","A",528510
"2011","2102","2","STE","2","A",436978
"2011","2102","3","STE","3","A",420998
"2011","2102","4","STE","4","A",128049
"2011","2102","5","STE","5","A",186480
"2011","2102","6","STE","6","A",43193
"2011","2102","7","STE","7","A",13608
"2011","2102","8","STE","8","A",34745
"2011","2102","9","STE","9","A",66
