TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","4907","1","STE","1","A",25128
"2011","4907","2","STE","2","A",35538
"2011","4907","3","STE","3","A",2820
"2011","4907","4","STE","4","A",1014
"2011","4907","5","STE","5","A",1813
"2011","4907","6","STE","6","A",142
"2011","4907","7","STE","7","A",91
"2011","4907","8","STE","8","A",379
"2011","4907","9","STE","9","A",3
