TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","2201","1","STE","1","A",661215
"2011","2201","2","STE","2","A",522028
"2011","2201","3","STE","3","A",484935
"2011","2201","4","STE","4","A",121249
"2011","2201","5","STE","5","A",187039
"2011","2201","6","STE","6","A",50254
"2011","2201","7","STE","7","A",16506
"2011","2201","8","STE","8","A",44468
"2011","2201","9","STE","9","A",82
