TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","1101","1","STE","1","A",2217157
"2011","1101","2","STE","2","A",1606231
"2011","1101","3","STE","3","A",1587993
"2011","1101","4","STE","4","A",551089
"2011","1101","5","STE","5","A",724365
"2011","1101","6","STE","6","A",218581
"2011","1101","7","STE","7","A",63891
"2011","1101","8","STE","8","A",128666
"2011","1101","9","STE","9","A",510
