TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","2303","1","STE","1","A",77436
"2011","2303","2","STE","2","A",96444
"2011","2303","3","STE","3","A",69208
"2011","2303","4","STE","4","A",27373
"2011","2303","5","STE","5","A",45314
"2011","2303","6","STE","6","A",10510
"2011","2303","7","STE","7","A",2768
"2011","2303","8","STE","8","A",6420
"2011","2303","9","STE","9","A",23
