TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","9215","1","STE","1","A",31157
"2011","9215","2","STE","2","A",19934
"2011","9215","3","STE","3","A",24536
"2011","9215","4","STE","4","A",4613
"2011","9215","5","STE","5","A",25681
"2011","9215","6","STE","6","A",1103
"2011","9215","7","STE","7","A",624
"2011","9215","8","STE","8","A",1299
"2011","9215","9","STE","9","A",8
