TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3204","1","STE","1","A",42868
"2011","3204","2","STE","2","A",41172
"2011","3204","3","STE","3","A",11287
"2011","3204","4","STE","4","A",7705
"2011","3204","5","STE","5","A",17484
"2011","3204","6","STE","6","A",930
"2011","3204","7","STE","7","A",323
"2011","3204","8","STE","8","A",4509
"2011","3204","9","STE","9","A",0
