TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3304","1","STE","1","A",23584
"2011","3304","2","STE","2","A",21997
"2011","3304","3","STE","3","A",10689
"2011","3304","4","STE","4","A",5487
"2011","3304","5","STE","5","A",4468
"2011","3304","6","STE","6","A",949
"2011","3304","7","STE","7","A",355
"2011","3304","8","STE","8","A",1640
"2011","3304","9","STE","9","A",3
