TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3308","1","STE","1","A",27343
"2011","3308","2","STE","2","A",21737
"2011","3308","3","STE","3","A",12427
"2011","3308","4","STE","4","A",5619
"2011","3308","5","STE","5","A",4640
"2011","3308","6","STE","6","A",745
"2011","3308","7","STE","7","A",310
"2011","3308","8","STE","8","A",1473
"2011","3308","9","STE","9","A",8
