TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","2101","1","STE","1","A",2151790
"2011","2101","2","STE","2","A",1614916
"2011","2101","3","STE","3","A",1629466
"2011","2101","4","STE","4","A",608348
"2011","2101","5","STE","5","A",848227
"2011","2101","6","STE","6","A",217070
"2011","2101","7","STE","7","A",51671
"2011","2101","8","STE","8","A",116698
"2011","2101","9","STE","9","A",370
