TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","6902","1","STE","1","A",51612
"2011","6902","2","STE","2","A",11786
"2011","6902","3","STE","3","A",14263
"2011","6902","4","STE","4","A",3753
"2011","6902","5","STE","5","A",4723
"2011","6902","6","STE","6","A",679
"2011","6902","7","STE","7","A",327
"2011","6902","8","STE","8","A",1839
"2011","6902","9","STE","9","A",0
