TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","1201","1","STE","1","A",32189
"2011","1201","2","STE","2","A",18361
"2011","1201","3","STE","3","A",48276
"2011","1201","4","STE","4","A",3231
"2011","1201","5","STE","5","A",23053
"2011","1201","6","STE","6","A",1074
"2011","1201","7","STE","7","A",1289
"2011","1201","8","STE","8","A",920
"2011","1201","9","STE","9","A",11
