TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","1202","1","STE","1","A",50733
"2011","1202","2","STE","2","A",34548
"2011","1202","3","STE","3","A",60622
"2011","1202","4","STE","4","A",6522
"2011","1202","5","STE","5","A",27618
"2011","1202","6","STE","6","A",2610
"2011","1202","7","STE","7","A",1881
"2011","1202","8","STE","8","A",2671
"2011","1202","9","STE","9","A",6
