TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3213","1","STE","1","A",27320
"2011","3213","2","STE","2","A",22064
"2011","3213","3","STE","3","A",6334
"2011","3213","4","STE","4","A",5671
"2011","3213","5","STE","5","A",6115
"2011","3213","6","STE","6","A",271
"2011","3213","7","STE","7","A",98
"2011","3213","8","STE","8","A",1675
"2011","3213","9","STE","9","A",0
