TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3106","1","STE","1","A",39188
"2011","3106","2","STE","2","A",21188
"2011","3106","3","STE","3","A",16846
"2011","3106","4","STE","4","A",4174
"2011","3106","5","STE","5","A",7735
"2011","3106","6","STE","6","A",944
"2011","3106","7","STE","7","A",634
"2011","3106","8","STE","8","A",2243
"2011","3106","9","STE","9","A",0
