TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","OTH","1","STE","1","A",708101
"2011","OTH","2","STE","2","A",528096
"2011","OTH","3","STE","3","A",328087
"2011","OTH","4","STE","4","A",105206
"2011","OTH","5","STE","5","A",202067
"2011","OTH","6","STE","6","A",20062
"2011","OTH","7","STE","7","A",16188
"2011","OTH","8","STE","8","A",38809
"2011","OTH","9","STE","9","A",654
