TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","5107","1","STE","1","A",81892
"2011","5107","2","STE","2","A",80792
"2011","5107","3","STE","3","A",21419
"2011","5107","4","STE","4","A",15785
"2011","5107","5","STE","5","A",15953
"2011","5107","6","STE","6","A",309
"2011","5107","7","STE","7","A",876
"2011","5107","8","STE","8","A",4090
"2011","5107","9","STE","9","A",3
