TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","2306","1","STE","1","A",215422
"2011","2306","2","STE","2","A",183702
"2011","2306","3","STE","3","A",270889
"2011","2306","4","STE","4","A",124628
"2011","2306","5","STE","5","A",63023
"2011","2306","6","STE","6","A",17058
"2011","2306","7","STE","7","A",8375
"2011","2306","8","STE","8","A",15533
"2011","2306","9","STE","9","A",42
