TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3206","1","STE","1","A",37307
"2011","3206","2","STE","2","A",42079
"2011","3206","3","STE","3","A",2220
"2011","3206","4","STE","4","A",1583
"2011","3206","5","STE","5","A",9323
"2011","3206","6","STE","6","A",71
"2011","3206","7","STE","7","A",84
"2011","3206","8","STE","8","A",912
"2011","3206","9","STE","9","A",0
