TIME, ANCP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","3205","1","STE","1","A",126910
"2011","3205","2","STE","2","A",161783
"2011","3205","3","STE","3","A",27690
"2011","3205","4","STE","4","A",37681
"2011","3205","5","STE","5","A",13821
"2011","3205","6","STE","6","A",2182
"2011","3205","7","STE","7","A",3638
"2011","3205","8","STE","8","A",4558
"2011","3205","9","STE","9","A",6
