TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","07","1","STE","1","A",206102
"2011","07","2","STE","2","A",164340
"2011","07","3","STE","3","A",133226
"2011","07","4","STE","4","A",60904
"2011","07","5","STE","5","A",55772
"2011","07","6","STE","6","A",20478
"2011","07","7","STE","7","A",3371
"2011","07","8","STE","8","A",6336
"2011","07","9","STE","9","A",44
