TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","14","1","STE","1","A",116984
"2011","14","2","STE","2","A",82855
"2011","14","3","STE","3","A",68010
"2011","14","4","STE","4","A",20592
"2011","14","5","STE","5","A",44114
"2011","14","6","STE","6","A",5154
"2011","14","7","STE","7","A",4005
"2011","14","8","STE","8","A",11330
"2011","14","9","STE","9","A",43
