TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","11","1","STE","1","A",268365
"2011","11","2","STE","2","A",221668
"2011","11","3","STE","3","A",179740
"2011","11","4","STE","4","A",67882
"2011","11","5","STE","5","A",88978
"2011","11","6","STE","6","A",20180
"2011","11","7","STE","7","A",7767
"2011","11","8","STE","8","A",16091
"2011","11","9","STE","9","A",84
