TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","08","1","STE","1","A",187354
"2011","08","2","STE","2","A",155071
"2011","08","3","STE","3","A",123273
"2011","08","4","STE","4","A",54823
"2011","08","5","STE","5","A",54039
"2011","08","6","STE","6","A",17636
"2011","08","7","STE","7","A",3522
"2011","08","8","STE","8","A",6649
"2011","08","9","STE","9","A",38
