TIME, HIND, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_TOT
"2011","12","1","STE","1","A",191746
"2011","12","2","STE","2","A",159050
"2011","12","3","STE","3","A",132303
"2011","12","4","STE","4","A",47385
"2011","12","5","STE","5","A",64950
"2011","12","6","STE","6","A",13285
"2011","12","7","STE","7","A",6612
"2011","12","8","STE","8","A",12913
"2011","12","9","STE","9","A",82
